Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Country of origin,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,2nd phase - general contingent,"""2""",Journalism and Communication,daytime,Secondary education,121.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",123.1,True,False,False,True,male,False,20,False,0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,"""1""",Equinculture,daytime,Secondary education,134.0,Brazil,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",125.6,True,False,False,True,female,False,20,True,0,5,6,5,16.166666666666668,0,0,5,6,5,15.833333333333334,0,12.7,3.7,-1.7,Graduate
single,Over 23 years old,"""1""",Management (evening attendance),evening,Secondary education,130.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,Unskilled Workers,115.0,False,False,False,True,male,False,25,False,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,"""4""",Informatics Engineering,daytime,Secondary education,126.0,Portugal,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,123.6,True,False,False,True,male,False,18,False,0,5,6,5,12.4,0,0,5,9,3,13.0,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,"""1""",Equinculture,daytime,Secondary education,148.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,141.7,False,False,False,False,male,False,18,False,0,6,8,5,11.6,0,0,6,11,4,13.0,0,8.9,1.4,3.51,Dropout
single,2nd phase - general contingent,"""1""",Basic Education,daytime,Secondary education,160.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",139.0,True,False,False,True,female,True,18,False,0,6,8,5,12.2,0,0,6,13,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,"""1""",Tourism,daytime,Secondary education,118.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers",Administrative Staff,118.0,False,False,False,True,female,True,19,False,0,6,7,5,11.0,0,0,6,7,5,12.8,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,"""2""",Basic Education,daytime,Secondary education,150.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",142.0,True,False,False,True,female,True,19,False,0,6,8,6,12.333333333333334,0,0,6,7,5,12.4,0,10.8,1.4,1.74,Dropout
single,Technological specialization diploma holders,"""1""",Social Service,daytime,Secondary education,140.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",143.4,False,False,False,True,female,True,21,False,3,6,6,6,14.833333333333334,0,2,6,7,6,12.571428571428571,0,13.9,-0.3,0.79,Graduate
single,Transfer,"""1""",Communication Design,daytime,Secondary education,100.0,Portugal,Higher Education - Degree,Higher Education - Bachelor's Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,115.9,False,False,False,True,female,False,29,False,9,10,15,9,11.555555555555555,0,7,11,17,10,11.9,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,"""1""",Communication Design,daytime,Secondary education,110.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,105.1,True,False,False,True,female,True,20,False,0,6,6,6,12.0,0,0,6,6,6,11.833333333333334,0,12.4,0.5,1.79,Graduate
single,Change of institution/course,"""1""",Social Service (evening attendance),evening,Professional higher technical course,140.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Intermediate Level Technicians from Legal, Social, Sports, Cultural, and Similar Services","Unskilled Workers in Extractive Industry, Construction, Manufacturing, and Transport",138.0,True,False,True,True,female,True,21,False,13,13,13,11,12.727272727272728,0,9,11,11,10,12.6,0,8.9,1.4,3.51,Graduate
single,Change of course,"""1""",Management (evening attendance),evening,Secondary education,133.1,Brazil,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,114.7,False,False,False,True,female,False,34,True,2,2,2,2,10.5,0,1,1,1,1,11.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,"""4""",Journalism and Communication,daytime,Secondary education,140.0,Cape Verde,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Intermediate Level Technicians and Professions,Unskilled Workers,130.5,True,False,False,True,female,False,20,True,0,6,6,6,12.333333333333334,0,0,6,6,6,12.0,0,12.7,3.7,-1.7,Graduate
single,Over 23 years old,"""1""",Management (evening attendance),evening,Secondary education,110.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,134.3,False,False,False,True,male,False,24,False,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,"""1""",Nursing,daytime,Secondary education,148.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Intermediate Level Technicians and Professions,137.5,False,False,False,True,male,False,18,False,0,7,7,7,14.842857142857143,0,0,8,9,8,14.38888888888889,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,"""1""",Nursing,daytime,Secondary education,137.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Administrative Staff,125.3,False,False,False,True,male,False,19,False,0,7,7,7,12.2,0,0,7,7,7,12.2,0,7.6,2.6,0.32,Enrolled
single,1st phase - general contingent,"""1""",Management,daytime,Secondary education,120.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",111.3,False,False,False,True,male,True,18,False,0,5,10,4,10.8,0,0,5,10,4,11.75,0,15.5,2.8,-4.06,Enrolled
single,Over 23 years old,"""9""",Management (evening attendance),evening,Secondary education,120.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",144.8,False,False,False,True,male,False,28,False,0,5,7,4,12.75,0,0,5,7,5,14.333333333333334,0,10.8,1.4,1.74,Enrolled
single,Over 23 years old,"""1""",Management (evening attendance),evening,Secondary education,130.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",152.1,False,False,False,True,male,False,28,False,0,5,13,2,11.0,0,0,5,12,1,12.0,0,11.1,0.6,2.02,Dropout
single,2nd phase - general contingent,"""1""",Tourism,daytime,Secondary education,132.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Student,"Personal Services, Security and Safety Workers, and Sellers",126.1,False,False,False,True,male,False,20,False,0,6,9,4,10.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
single,Change of course,"""1""",Nursing,daytime,Secondary education,130.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction, and Craftsmen",Administrative Staff,136.0,True,False,False,True,male,False,22,False,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,"""4""",Nursing,daytime,Secondary education,128.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,124.3,True,False,False,True,male,False,19,False,0,8,8,7,12.665714285714284,0,0,8,8,7,12.665714285714284,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,"""1""",Advertising and Marketing Management,daytime,Secondary education,132.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen","Personal Services, Security and Safety Workers, and Sellers",129.9,True,False,False,True,male,False,20,False,0,6,10,6,12.714285714285714,0,0,6,8,4,13.0,0,12.4,0.5,1.79,Enrolled
single,Over 23 years old,"""2""",Oral Hygiene,daytime,Secondary education,133.1,Portugal,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative Staff,136.1,False,False,False,True,male,False,26,False,0,7,7,2,11.75,0,0,5,10,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,"""2""",Tourism,daytime,Secondary education,120.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,115.1,True,False,False,False,male,False,21,False,0,6,11,3,11.0,0,0,6,14,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,1st phase - special contingent (Madeira Island),"""2""",Animation and Multimedia Design,daytime,Secondary education,145.0,Portugal,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,143.6,True,False,False,True,male,False,18,False,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,"""1""",Management,daytime,Secondary education,127.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",115.8,True,False,False,True,male,False,18,False,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,"""2""",Animation and Multimedia Design,daytime,Secondary education,135.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",149.0,True,False,False,True,male,False,22,False,14,17,21,17,12.578947368421051,0,15,17,20,17,12.117647058823527,0,11.1,0.6,2.02,Graduate
married,Over 23 years old,"""1""",Informatics Engineering,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,100.0,False,False,False,True,male,False,36,False,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,"""1""",Journalism and Communication,daytime,Secondary education,125.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,133.4,True,False,False,True,male,True,20,False,0,6,8,6,12.0,0,0,6,8,6,11.5,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,"""5""",Advertising and Marketing Management,daytime,Secondary education,127.0,Portugal,Higher Education - Degree,Higher Education - Master's,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,122.8,False,False,False,True,male,False,20,False,0,6,6,3,12.333333333333334,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,"""1""",Management (evening attendance),evening,Secondary education,133.1,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers, and Sellers",Administrative Staff,151.2,False,False,False,True,male,False,25,False,0,5,11,4,11.5,0,0,5,11,3,13.5,0,12.4,0.5,1.79,Dropout
single,Over 23 years old,"""1""",Agronomy,daytime,Secondary education,150.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",Administrative Staff,137.0,False,False,False,True,male,False,35,False,1,6,7,5,12.8,0,1,6,11,5,13.833333333333334,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,"""1""",Animation and Multimedia Design,daytime,Secondary education,133.1,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",118.0,False,False,False,True,male,False,22,False,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,Change of course,"""1""",Communication Design,daytime,Secondary education,150.0,Portugal,Higher Education - Degree,Technological Specialization Course,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",126.4,False,False,False,True,male,False,26,False,5,7,8,7,13.285714285714286,0,3,8,11,7,12.142857142857142,0,12.4,0.5,1.79,Enrolled
single,Technological specialization diploma holders,"""1""",Agronomy,daytime,Technological specialization course,130.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",130.0,False,False,True,False,male,False,20,False,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,Dropout
single,Change of course,"""1""",Social Service (evening attendance),evening,Other - 11th year of schooling,133.1,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,112.5,False,False,False,True,male,False,50,False,6,13,13,6,11.333333333333334,0,2,11,11,2,13.5,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,"""1""",Nursing,daytime,Secondary education,125.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,118.3,False,False,False,True,male,False,20,False,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,"""1""",Nursing,daytime,Secondary education,127.0,Portugal,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,121.4,False,False,False,True,male,False,20,False,0,7,10,5,13.976666666666668,0,0,8,9,8,13.22222222222222,0,12.4,0.5,1.79,Enrolled
single,Holders of other higher courses,"""1""",Agronomy,daytime,Higher education - degree,140.0,Portugal,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,140.0,False,False,False,False,male,False,35,False,0,6,10,5,15.2,0,1,6,9,1,11.0,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,"""1""",Advertising and Marketing Management,daytime,Secondary education,110.0,Portugal,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Personal Services, Security and Safety Workers, and Sellers",109.0,False,False,False,True,male,True,19,False,0,6,7,6,13.142857142857142,0,0,6,8,6,14.166666666666666,0,15.5,2.8,-4.06,Graduate
married,Over 23 years old,"""2""",Management,daytime,Secondary education,133.1,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",110.0,False,False,False,True,male,False,43,False,0,5,14,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,"""5""",Nursing,daytime,Secondary education,124.0,Portugal,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,"Legislative Power, Executive Bodies, Directors, and Executive Managers",119.8,False,False,False,True,male,False,19,False,0,8,11,7,13.867142857142856,0,0,8,11,7,13.867142857142856,0,10.8,1.4,1.74,Graduate
